"Session","Exercise Name","Exercise Description","Repetitions","Sets","Load","Recovery Time","Video Explanation","Phase Name","Phase Dates","Phase Image","Player Image","Overview","Week","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Monday Colour","Tuesday Colour","Wednesday Colour","Thursday Colour","Friday Colour","Saturday Colour","Sunday Colour","Notes","ID","Created Date","Updated Date","Owner"
"[""Overview""]",,,,,,,,"Acceleration Phase","September-October","wix:image://v1/c4f4b1_a6cdb923e09d4ac4aec19e0302bdc01f~mv2.png/Speed.png#originWidth=1080&originHeight=1080","wix:image://v1/c4f4b1_012a08d3a2c94ef9bb41961f551b76fd~mv2.png/z%20(18).png#originWidth=1000&originHeight=1000","In this phase of your training, the primary focus is on enhancing acceleration and deceleration, primarily in the frontal plane. The training is designed to improve quickness when you drive past your man, as well as in powerfully cutting out towards space. There are three weekly sessions split between gym-based and pitch-based work. Session A is an additional daily prehab to stay fit with the regular 90 minutes incoming, while Sessions B and D  focus on acceleration and short-burst speed. Session C is gym-based with a focus on upper power and force production. Perform prehab on non-match or gym session days.",,,,,,,,,,,,,,,,,"b49ec26c-dde4-444c-af92-b7b67425b76f",2025-03-09T22:11:38Z,2025-09-26T02:17:07Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"b8db2bbb-c3f5-4468-88db-a1d3a61e6a00",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule Details""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Three sessions to complete weekly except on multiple match weeks.

** denotes raising to the greatest load possible while still moving at speed for the reps and sets scheme.","bbba8286-8fda-45db-aeb9-7cfb98851d2c",2025-03-09T22:11:39Z,2025-08-08T02:10:14Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c15076ea-11e2-43c2-b0c2-3cf4149f802b",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule""]",,,,,,,,,,,,,"22nd September","<h4 class=""font_4"">B</h4>","<h4 class=""font_4"">C</h4>","<h4 class=""font_4"">D</h4>",,,,,"wix:image://v1/c4f4b1_84429ac03f3f41fba6211548e6a532c9~mv2.png/Session%20B%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_7951c8387f6246988fb060ff76188d3d~mv2.png/Session%20C.png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_447982a100d149e8b3db87df5496d68b~mv2.png/Session%20D%20(2).png#originWidth=2000&originHeight=1166",,,"wix:image://v1/c4f4b1_594744d69e0b4747b8fd0448d9777f28~mv2.png/30.png#originWidth=2000&originHeight=1167",,,"c1d5726a-333a-4591-a840-dce8a91b46fb",2025-03-09T22:11:38Z,2025-09-26T02:45:49Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule""]",,,,,,,,,,,,,"29th September","<h4 class=""font_4"">B</h4>","<h4 class=""font_4"">C</h4>","<h4 class=""font_4"">D</h4>","<h4 class=""font_4"">C</h4>",,,,"wix:image://v1/c4f4b1_84429ac03f3f41fba6211548e6a532c9~mv2.png/Session%20B%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_7951c8387f6246988fb060ff76188d3d~mv2.png/Session%20C.png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_447982a100d149e8b3db87df5496d68b~mv2.png/Session%20D%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_7951c8387f6246988fb060ff76188d3d~mv2.png/Session%20C.png#originWidth=2000&originHeight=1166",,,"wix:image://v1/c4f4b1_54e31451cd4d494abb88f5bd839eb8fc~mv2.png/31.png#originWidth=2000&originHeight=1167",,"c2880123-ad09-4b32-9f8d-45a775a92bab",2025-03-09T22:11:38Z,2025-09-26T02:46:46Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule""]",,,,,,,,,,,,,"6th October",,"<h4 class=""font_4"">B</h4>","<h4 class=""font_4"">D</h4>",,,,,,"wix:image://v1/c4f4b1_84429ac03f3f41fba6211548e6a532c9~mv2.png/Session%20B%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_447982a100d149e8b3db87df5496d68b~mv2.png/Session%20D%20(2).png#originWidth=2000&originHeight=1166",,,"wix:image://v1/c4f4b1_5ab7ea20e6e549e7841eb123ab06adfc~mv2.png/31.png#originWidth=2000&originHeight=1167",,,"c2fc0757-6873-40ec-98c5-ae51a65b4bd6",2025-03-09T22:11:38Z,2025-09-26T02:49:40Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule""]",,,,,,,,,,,,,"13th October","<h4 class=""font_4"">B</h4>","<h4 class=""font_4"">C</h4>","<h4 class=""font_4"">D</h4>",,,,,"wix:image://v1/c4f4b1_84429ac03f3f41fba6211548e6a532c9~mv2.png/Session%20B%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_7951c8387f6246988fb060ff76188d3d~mv2.png/Session%20C.png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_447982a100d149e8b3db87df5496d68b~mv2.png/Session%20D%20(2).png#originWidth=2000&originHeight=1166",,,"wix:image://v1/c4f4b1_a156129c329b43be85f85ea7644f09d7~mv2.png/32.png#originWidth=2000&originHeight=1167",,,"c4cbdcee-19ed-4980-8d14-09ea149b7452",2025-03-09T22:11:38Z,2025-09-26T02:45:56Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"c52ae1f0-cbe4-4dfd-bd01-6e825ad47979",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""C""]","Landmine Rotational Hold","Standing with your feet slightly outside of line with your shoulders in a very slight squat position. Hold the end of a barbell in both hands towards one side of your body. Lift upwards and over an imaginary fence in front of you to switch the barbell to the other side of your body. Twist your torso and hips with each repetition.","10 (switches)","3","30kg","90s",,,,,,,,,,,,,,,,,,,,,,,"ca3c13df-3757-4d79-8490-53734cf8de89",2025-03-09T22:11:39Z,2025-09-26T01:45:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"d767f336-833d-47d0-8f06-16466f3d5960",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Pre-D""]","Banded Ankle Mobility Dorsiflexion Drill","Anchor a resistance band low to the ground and loop it around the front of your ankle just below the joint line, pulling backward. Step the same foot forward into a half-kneeling or staggered stance so the band provides firm backward tension. From here, drive your knee slowly forward over the toes while keeping the heel pressed into the ground. Pause briefly at end range, then return under control. This encourages the tibia to glide properly over the ankle, improving dorsiflexion.","8 (4 each leg)","2","'-","'-",,,,,,,,,,,,,,,,,,,,,,,"dac7f1c8-dcfa-458f-b5a1-be28ab055526",2025-01-23T01:42:18Z,2025-09-26T01:45:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""Schedule""]",,,,,,,,,,,,,"20th October","<h4 class=""font_4"">B</h4>","<h4 class=""font_4"">C</h4>","<h4 class=""font_4"">D</h4>",,,,,"wix:image://v1/c4f4b1_84429ac03f3f41fba6211548e6a532c9~mv2.png/Session%20B%20(2).png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_7951c8387f6246988fb060ff76188d3d~mv2.png/Session%20C.png#originWidth=2000&originHeight=1166","wix:image://v1/c4f4b1_447982a100d149e8b3db87df5496d68b~mv2.png/Session%20D%20(2).png#originWidth=2000&originHeight=1166",,,"wix:image://v1/c4f4b1_38f491a7b647471b93df1fd67ef3e479~mv2.png/Club%20Image%20(28).png#originWidth=2000&originHeight=1167",,,"e218e9f0-19da-4c51-897f-f7fb1ca4c6cf",2025-01-23T01:42:18Z,2025-09-26T02:45:57Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""C""]","Landmine Split Jerk","Stand with feet shoulder-width apart holding the end of a landmine barbell in one hand at shoulder height. Dip slightly by bending knees and hips, then drive explosively upward, pressing the bar overhead while simultaneously splitting your legs into a lunge position (one foot forward, the other back). Lock the arm overhead and hold briefly, then bring the feet back together and lower the bar under control. Focus on speed, timing, and stability in the split stance.","6 (3 each side)","3","30kg","90s",,,,,,,,,,,,,,,,,,,,,,,"e230bc9c-2d29-45ae-8207-6b686cfb3834",2025-01-23T01:42:18Z,2025-09-26T01:45:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"e4c1988a-0bfb-4a9c-a6e9-a5ef35d16c3c",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"e8bd0948-620e-40db-a7bd-65aaadc6d4d2",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f24d0ccf-f942-4d0b-acc7-3651d826dbd3",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f4571ef5-0fef-47e9-9b8d-c1d8de5e2d6f",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""D""]","Sprint from Falling Start","Stand tall and lean forward gradually until your weight forces you to step out to avoid falling. As soon as the first step hits the ground, accelerate explosively into a 10-metre sprint. Keep your body at a strong forward lean through the first strides, driving knees and arms aggressively. Focus on smooth transition from the falling start into full sprint mechanics.","40m (4x10m)","3","'-","Full",,,,,,,,,,,,,,,,,,,,,,,"f6f51d06-f7d3-4884-87d6-6f8bfbe38031",2025-01-23T01:42:18Z,2025-09-26T01:45:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
"[""D""]","Shin Dribbles","Stand tall with a slight forward lean, keeping your core engaged and ankles stiff. Rapidly tap the ground with quick, light contacts, bringing your knees only slightly above shin level. Keep your foot placement directly under your hips, maintaining a fast and controlled rhythm. Avoid excessive vertical movement and ensure a consistent turnover.","20","2","'-","60s",,,,,,,,,,,,,,,,,,,,,,,"f86186f3-f68e-4cee-882b-10cace5ae04b",2025-01-23T01:42:18Z,2025-09-26T01:45:58Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"f8fdc440-85ca-4978-b930-54ab9f6e224f",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fb0fc751-e294-4b56-95b4-21e86ab037eb",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fd08ad8b-aee5-48aa-9b04-83b620ac456c",2025-01-23T01:42:18Z,2025-03-09T22:10:44Z,"c4f4b179-106b-4a27-b593-e24126c1a62d"
